name,neighbors,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,pets,religion,smokes,speaks,linear classifier
Addia Alfons,"{511: 0.0, 656: 1.0, 763: 1.0, 364: 0.2520895528842253, 402: 1.0, 697: 1.0, 75: 0.9867354196402971, 296: 0.0, 384: 0.0, 494: 0.0, 525: 1.0, 554: 0.5865520607327923, 569: 0.0, 588: 0.05190267792309733, 670: 0.07489001772656323, 922: 0.0, 950: 0.0, 954: 0.4464700683415188}",43.0,single,m,straight,average,,socially,never,graduated from college/university,white,73.0,-1.0,science / tech / engineering,,,,no,"english, german (poorly), lisp (fluently), c++ (fluently)",Linear Classifiers 1k/73.joblib
Zia Raffo,"{876: 1.0, 84: 0.539576204380861, 310: 0.0, 856: 0.571328603698154, 532: 0.6002081018589447, 153: 0.7439530037624156, 76: 1.0, 946: 0.0, 754: 1.0, 147: 0.0, 826: 1.0, 474: 0.0, 563: 0.7466327225725369, 762: 1.0, 869: 0.0, 875: 1.0, 579: 0.0, 561: 1.0, 253: 1.0, 784: 0.6271912523012038, 963: 1.0, 246: 0.015829277243155637, 175: 0.0, 396: 0.0, 226: 0.2629600823092053, 435: 1.0, 437: 1.0, 549: 1.0, 696: 0.0, 708: 0.0, 822: 1.0, 905: 1.0}",27.0,available,m,straight,fit,strictly anything,socially,,graduated from college/university,asian,68.0,150000.0,other,,likes dogs and likes cats,agnosticism but not too serious about it,no,english,Linear Classifiers 1k/857.joblib
Gilda Isacco,"{694: 0.8654556975100361, 566: 0.8137071610144523, 946: 0.5531326473742668, 59: 0.5153702158502171, 209: 0.7584228211568494, 977: 0.5555699299787491, 3: 0.5894727942455289, 147: 0.0, 614: 0.0, 573: 0.466280518204063, 816: 1.0, 764: 0.6381979008774561, 828: 0.4747059443037678, 94: 0.3607672777519457, 283: 0.36752923683255734, 19: 0.1281017838571259, 205: 0.16059620852281253, 243: 0.9274593797710475, 386: 0.08806774754968716, 490: 0.8203571296067521, 801: 0.631216902500656}",26.0,single,m,straight,average,,often,never,dropped out of space camp,white,71.0,-1.0,computer / hardware / software,doesn't want kids,likes dogs and likes cats,atheism and laughing about it,trying to quit,english,Linear Classifiers 1k/984.joblib
Vanessa Jacinda,"{358: 1.0, 578: 0.5676317779601883, 292: 0.8935412814083401, 662: 1.0, 357: 1.0, 314: 0.5753142629633765, 34: 1.0, 174: 1.0, 207: 1.0, 331: 1.0, 421: 1.0, 434: 1.0, 449: 0.881582195259293, 567: 1.0, 569: 0.0, 605: 1.0, 889: 1.0}",26.0,available,m,straight,average,,rarely,,graduated from college/university,,66.0,-1.0,computer / hardware / software,doesn't want kids,,atheism,no,"english (fluently), c++ (okay)",Linear Classifiers 1k/967.joblib
Marinna Brady,"{428: 0.8975245115608637, 595: 1.0, 16: 0.8586029081862643, 594: 0.19618965623289508, 456: 0.20664385227090332, 486: 0.0, 675: 1.0, 646: 1.0, 241: 1.0, 225: 1.0, 363: 0.08793964695624457, 81: 0.17406342663289287, 106: 0.0, 146: 1.0, 339: 1.0, 438: 0.9311841859174699, 566: 1.0, 585: 1.0, 613: 0.9136278529687889, 657: 1.0, 708: 0.5036500144483309, 738: 0.0, 759: 0.45681936396626543, 774: 0.0, 817: 0.516571033860143, 835: 1.0, 858: 1.0}",30.0,available,m,straight,,,socially,sometimes,dropped out of college/university,white,69.0,-1.0,,,likes cats,agnosticism,yes,english,Linear Classifiers 1k/36.joblib
Merrie Naashom,"{19: 0.41046267539281533, 60: 0.0, 92: 1.0, 153: 0.06458548753315152, 159: 0.5750546991845651, 505: 0.6366542502046055, 983: 0.6653397869365034}",32.0,seeing someone,f,straight,curvy,mostly vegetarian,socially,never,working on space camp,white,68.0,-1.0,,,has dogs,other,trying to quit,"english (okay), german (poorly), spanish (poorly), serbian (poorly)",Linear Classifiers 1k/822.joblib
Christal Fitzsimmons,"{241: 0.0, 76: 1.0, 342: 0.0, 114: 0.07663009498830098, 468: 0.2571766732523564, 692: 0.24056730684975713, 785: 0.016145033322939373, 88: 0.10877877306580341, 583: 0.0, 254: 0.0013105870358645078, 161: 0.26275382931999447, 334: 0.00030299145803658334, 442: 0.8600486925217208, 630: 0.40792268380819996, 661: 0.0, 447: 0.3454213509403874, 508: 0.24129016980588647, 481: 0.9237006745365841, 14: 0.27607135046622, 797: 0.12296016083266004, 0: 1.0, 98: 0.7516559629941941, 316: 0.4451621610349483, 319: 0.03644438717142684, 368: 0.09240718544678606, 388: 0.3426197579340182, 426: 0.07237547815108103, 552: 1.0, 836: 0.0, 905: 0.06336231923541114, 920: 0.0, 941: 0.0}",43.0,single,f,bisexual,curvy,mostly vegetarian,socially,,graduated from masters program,white,68.0,-1.0,artistic / musical / writer,,likes dogs and has cats,,no,"english, spanish (poorly), french (poorly)",Linear Classifiers 1k/11.joblib
Dania Thunell,"{767: 0.7446503183000897, 872: 0.0, 476: 1.0, 377: 0.0, 792: 0.0, 696: 0.024329574013823407, 370: 0.0, 97: 1.0, 170: 0.4336225130254743, 264: 0.3957241369644813, 384: 0.29640356338655094, 523: 0.9405706769965196, 558: 1.0, 662: 0.8724959023049885, 711: 0.07660727540328427}",39.0,single,f,straight,average,anything,rarely,never,graduated from masters program,white,68.0,-1.0,education / academia,,has dogs,,no,english,Linear Classifiers 1k/461.joblib
Marjie Donell,"{675: 0.6151750472828486, 256: 0.7301455183925327, 878: 0.6072860358639458, 573: 0.8470742800040654, 411: 0.8939936842000389, 486: 1.0, 574: 0.8664468372114484, 542: 1.0, 970: 1.0, 748: 1.0, 460: 0.933064056280112, 953: 1.0, 385: 1.0, 722: 1.0, 801: 1.0, 291: 1.0, 294: 0.6566207970056075, 800: 1.0, 309: 0.8907071363947656, 868: 0.2883783557659756, 37: 0.0, 51: 0.9273090321255966, 151: 0.0, 155: 0.38933056937111665, 343: 1.0, 363: 0.16384084534876475, 537: 0.0, 562: 0.49424555198880693, 755: 0.6356914712925406, 810: 0.9151597491544994, 869: 1.0, 895: 0.3350147368986276, 922: 0.0}",22.0,single,m,straight,athletic,strictly anything,socially,never,working on ph.d program,white,68.0,-1.0,student,doesn't have kids,likes dogs and likes cats,atheism and somewhat serious about it,no,"english (fluently), c++ (okay), spanish (okay), lisp (okay)",Linear Classifiers 1k/415.joblib
Candy Goode,"{920: 0.8270574579240476, 772: 0.46983715666231596, 681: 1.0, 288: 0.0, 154: 1.0, 714: 1.0, 812: 0.0, 295: 1.0, 572: 1.0, 575: 0.8827728162231488, 279: 1.0, 862: 1.0, 513: 1.0, 798: 0.28654584147926365, 149: 0.17779915729756512, 746: 1.0, 95: 1.0, 667: 0.4138879476892436, 778: 1.0, 703: 0.7288659271297041, 782: 1.0, 60: 1.0, 68: 1.0, 305: 0.3936219331657271, 314: 0.0, 466: 1.0, 547: 0.20479954161872016, 795: 0.9585559848604258, 801: 0.831237868659653, 825: 0.6310946215740608, 858: 0.0, 907: 1.0, 917: 1.0, 922: 1.0, 968: 0.9246837697567923}",33.0,single,f,straight,athletic,,,never,graduated from college/university,white,67.0,-1.0,hospitality / travel,"doesn't have kids, but wants them",,,no,"english (fluently), dutch (okay)",Linear Classifiers 1k/710.joblib
Monika Hedve,"{954: 0.7423180010564583, 62: 0.0, 860: 0.18407576553895932, 581: 0.22140355882213725, 957: 0.09927832003646775, 491: 0.0, 587: 1.0, 457: 1.0, 365: 0.0, 824: 0.7889894606004106, 941: 0.0, 515: 0.0, 273: 0.0, 313: 0.0, 328: 0.0, 355: 0.054544084262039716, 402: 1.0, 466: 0.0, 777: 0.0, 780: 1.0, 787: 0.7747645666310068, 854: 0.5199919460159705, 946: 0.9667504434031686, 952: 0.0}",24.0,single,m,straight,thin,mostly vegan,socially,,working on college/university,white,75.0,-1.0,,doesn't have kids,likes cats,atheism,when drinking,english,Linear Classifiers 1k/278.joblib
Ida Firmin,"{694: 1.0, 45: 0.5460582706823726, 607: 1.0, 428: 0.027088037152381172, 192: 0.802747867731475, 935: 0.9713218318872946, 544: 0.7481171041558612, 969: 0.15256642683450372, 347: 0.773633902058354, 270: 0.5265750193837374, 418: 0.1541570973257007, 936: 0.34414908678482603, 233: 0.46718214319853013, 66: 1.0, 918: 0.2097675878211691, 700: 0.0, 65: 0.2844903344978029, 102: 1.0, 264: 0.0, 266: 0.6972339237334346, 424: 0.8061568885590042, 474: 0.5879849812851388, 508: 1.0, 536: 0.5659770821909922, 681: 0.0, 713: 0.2700000000000904, 952: 0.4508952363230321}",50.0,single,m,straight,average,mostly anything,often,never,college/university,white,73.0,80000.0,transportation,doesn't want kids,has cats,other,no,english,Linear Classifiers 1k/475.joblib
Cordi Cordi,"{152: 0.0, 787: 0.6277983875905573, 546: 0.47097851328020646, 424: 0.25954004400562614, 80: 0.0, 64: 0.37943598529335976, 549: 0.5178799618262824, 834: 0.0, 630: 1.0, 114: 0.14057819260026339, 699: 1.0, 778: 0.0, 722: 0.0, 335: 0.7943193756636715, 701: 0.0, 238: 0.0, 394: 1.0, 954: 0.007002269880381107, 20: 0.0, 656: 0.01699901810623583, 11: 1.0, 17: 0.0, 43: 0.7652322748195797, 155: 0.4349609914054069, 246: 0.9461327046354544, 272: 0.6651547655749459, 304: 1.0, 353: 0.0, 423: 0.06331234458415658, 443: 0.2957140072740341, 453: 0.13158037352516327, 496: 1.0, 524: 0.0, 634: 0.0, 686: 0.0, 792: 0.0, 801: 0.3199705233223904, 825: 1.0, 993: 0.0}",32.0,seeing someone,m,straight,average,,not at all,never,graduated from college/university,asian,67.0,-1.0,science / tech / engineering,,likes dogs,,no,english,Linear Classifiers 1k/770.joblib
Tami Bendick,"{362: 0.5531496850305775, 552: 0.0, 528: 0.7034784154846303, 221: 1.0, 382: 0.0, 408: 0.8054222958788531, 416: 0.13852489992987405, 537: 1.0, 646: 0.10369983911460334, 993: 0.16168661098903936, 998: 1.0}",23.0,single,m,straight,athletic,,rarely,never,working on college/university,white,73.0,-1.0,military,"doesn't have kids, but might want them",,,no,english,Linear Classifiers 1k/697.joblib
Gloria Forrer,"{917: 1.0, 722: 0.7713046625837894, 553: 0.4237476366707007, 927: 0.4737055067086615, 3: 0.0, 763: 1.0, 841: 0.0, 602: 0.6545778424693331, 447: 0.6515812890691759, 874: 0.528681876917025, 367: 0.23709779070170178, 459: 0.0, 341: 0.0, 978: 0.09820654203289614, 7: 0.0, 62: 0.6836059362639997, 212: 0.4127732444439669, 287: 0.9409209585238774, 424: 0.0, 453: 0.6026396849358981, 482: 0.6295123631678123, 612: 0.0, 668: 0.0, 723: 1.0, 784: 0.0, 942: 0.28428250556890866}",32.0,single,f,straight,fit,anything,socially,never,graduated from college/university,,62.0,-1.0,other,"doesn't have kids, but might want them",,buddhism,no,english,Linear Classifiers 1k/407.joblib
Merry Love,"{64: 0.22143641576186468, 382: 0.0, 702: 1.0, 992: 0.0, 734: 0.553510914804499, 383: 1.0, 567: 0.7953343760587286, 412: 0.8964807754111046, 72: 0.6941299765240334, 98: 0.1568942645513669, 113: 0.6626716865753828, 118: 0.004448191907745702, 199: 0.33366130719510156, 268: 0.8662572263664341, 332: 0.28027610522192603, 414: 0.7473554924375883, 530: 1.0, 687: 1.0, 719: 0.06033274338237149, 769: 1.0, 789: 0.18836258078450197, 847: 1.0, 961: 1.0, 982: 1.0}",59.0,single,m,straight,fit,anything,socially,never,graduated from masters program,white,73.0,80000.0,other,doesn't want kids,likes dogs and likes cats,other,no,"english (fluently), english",Linear Classifiers 1k/892.joblib
Vanessa Peonir,"{483: 0.7858614687475987, 313: 0.36498326090340427, 47: 0.38620802732288606, 66: 0.2939367234185024, 92: 0.0, 290: 0.43181857842115345, 390: 0.5958805841726296, 444: 0.7523352093672164, 455: 0.25137217570828296, 547: 1.0, 576: 1.0, 671: 0.29170370137103285, 878: 0.4703361766612493, 891: 1.0, 961: 0.8839336669586904}",36.0,single,m,straight,fit,anything,often,sometimes,graduated from college/university,white,73.0,-1.0,construction / craftsmanship,,likes dogs and likes cats,other and somewhat serious about it,no,"english, english (fluently)",Linear Classifiers 1k/689.joblib
Gilligan Koehler,"{308: 0.7761631480949589, 114: 0.32431377416709317, 938: 0.0, 91: 0.911752392570782, 888: 0.953816542817493, 602: 0.8049430958350543, 386: 0.0, 630: 0.39343527920170196, 387: 0.0, 520: 0.4383314217842278, 428: 0.18978396686111232, 537: 0.20908560110869256, 560: 0.7390878064531918, 579: 1.0, 897: 0.0, 562: 0.5263353432372471, 203: 0.25216399540559653, 270: 0.0, 295: 0.9627608571042963, 485: 0.22548113305959827, 529: 0.0, 546: 1.0, 626: 0.4560218173985451, 627: 0.0, 662: 0.33458235328152686, 708: 0.4638947623354017, 735: 0.4631259685229132, 759: 0.8385147914159452, 791: 0.8588504871233082, 796: 0.6128901477014725, 892: 0.46214862684512514}",29.0,single,m,straight,athletic,,socially,,college/university,,74.0,-1.0,,doesn't have kids,,agnosticism and somewhat serious about it,no,english,Linear Classifiers 1k/83.joblib
Mara Kiyoshi,"{81: 0.0, 757: 0.6966856846400331, 886: 1.0, 60: 0.0, 51: 0.0, 755: 0.004501948862922545, 945: 0.004554747189985386, 37: 1.0, 237: 0.0, 700: 0.0, 4: 0.44154140404994746, 110: 0.02473374234350345, 191: 0.6096909838902858, 320: 0.0, 464: 0.4251417571466505, 564: 1.0, 657: 0.0, 727: 0.7791850291684301, 919: 0.0}",39.0,single,f,straight,fit,mostly anything,socially,,graduated from masters program,white,63.0,-1.0,,has kids,,,no,english,Linear Classifiers 1k/278.joblib
Jessy Adalbert,"{450: 0.5044403023141859, 429: 0.5142612140197826, 548: 0.0, 988: 0.1736617653405732, 875: 1.0, 576: 0.5312265917441028, 584: 0.7352444019523983, 145: 0.17332867615920033, 920: 0.3469034111031082, 860: 0.38065156605824857, 693: 0.0, 230: 0.6265263147211781, 153: 0.10411881155798053, 663: 0.0, 581: 0.09941380579277492, 658: 0.0, 275: 0.9297705292610865, 148: 1.0, 8: 0.36572902720090017, 635: 0.0, 963: 0.7693169023855386, 339: 0.3150336205103539, 909: 1.0, 85: 0.5490399123528302, 773: 0.6647384398926288, 94: 0.3967044296930764, 357: 0.0, 464: 1.0, 564: 0.0, 595: 0.5270856952784673, 654: 0.7974005101541568, 664: 0.8887688007688341, 843: 0.23193348320858664}",24.0,single,m,straight,skinny,,socially,never,graduated from college/university,"hispanic / latin, white",67.0,60000.0,computer / hardware / software,,likes dogs and likes cats,catholicism but not too serious about it,no,english (fluently),Linear Classifiers 1k/877.joblib
Laurene Baylor,"{564: 0.712462200265087, 942: 0.0, 130: 0.06924255714585248, 362: 0.05703084942216974, 917: 0.12813280304759378, 3: 0.8935621579549126, 48: 0.0, 120: 0.32824906844495627, 250: 1.0, 532: 0.8143832019921585, 595: 0.0, 867: 1.0, 868: 0.3753988110565215, 876: 0.2785961624756651}",28.0,single,m,straight,average,,desperately,often,,asian,70.0,-1.0,,doesn't have kids,,atheism,yes,english,Linear Classifiers 1k/633.joblib
Bobbi Genna,"{811: 0.0, 186: 1.0, 930: 1.0, 767: 0.7738098976442735, 794: 0.0, 468: 0.0, 223: 0.0, 47: 1.0, 99: 1.0, 118: 0.0, 127: 1.0, 128: 0.4727393763128802, 150: 0.042665897477363046, 201: 0.0, 208: 0.0, 273: 1.0, 312: 1.0, 392: 0.8310966591538929, 585: 1.0, 654: 1.0, 695: 0.557545440547603, 720: 1.0, 948: 0.8704841803452261}",50.0,single,m,straight,athletic,,socially,never,college/university,asian,66.0,80000.0,construction / craftsmanship,has kids,likes dogs and dislikes cats,,no,english,Linear Classifiers 1k/123.joblib
Konstance Klemperer,"{158: 1.0, 757: 0.49842243426287336, 95: 0.0, 233: 0.9386345031775072, 467: 0.14511312483779903, 773: 0.28710351197530404, 624: 1.0, 835: 0.5844076883347693, 9: 0.38293161259835085, 855: 0.0, 904: 0.0, 292: 0.17876995220657932, 120: 0.16626740263664797, 21: 0.3993524725581503, 34: 0.3105854150166145, 85: 0.0, 145: 0.0, 562: 0.0, 623: 0.0, 789: 0.6009020435054699, 887: 0.20696542184278321, 960: 0.42559141085513197, 963: 0.1859463662344254, 965: 0.0}",32.0,single,f,straight,fit,,socially,never,graduated from college/university,white,64.0,-1.0,student,,likes dogs,judaism but not too serious about it,no,"english (fluently), french (okay)",Linear Classifiers 1k/731.joblib
Jan Lindemann,"{686: 1.0, 0: 0.3906909650320226, 700: 1.0, 878: 0.7362221505256396, 12: 0.6158536951233083, 34: 0.6263636843850208, 77: 1.0, 135: 0.14706019461663478, 216: 1.0, 316: 0.27823302897712954, 361: 1.0, 433: 1.0, 593: 0.8564324890301334, 594: 0.8387188579733735, 953: 0.9097085762569951, 968: 0.43453034905171883}",41.0,single,f,straight,fit,,socially,,college/university,white,67.0,-1.0,transportation,,likes dogs and likes cats,,no,english,Linear Classifiers 1k/509.joblib
Veda Fink,"{349: 0.48058120270192073, 751: 1.0, 543: 0.35663772737075994, 284: 0.974491409393234, 666: 0.8380671560225412, 355: 1.0, 147: 0.14520591059706223, 213: 0.8548044059130961, 723: 0.0, 661: 0.7399454048907788, 808: 1.0, 72: 0.17533851262660982, 534: 0.17789545246085425, 5: 0.686371138590915, 292: 0.7507339069739967, 427: 0.8350490295754613, 160: 0.38986671683330076, 158: 0.9904278947960181, 897: 0.0, 898: 0.6196561147855166}",50.0,single,f,straight,skinny,mostly vegetarian,socially,,graduated from masters program,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",63.0,-1.0,education / academia,has kids,likes dogs,atheism,no,"english, spanish (okay), german (okay)",Linear Classifiers 1k/597.joblib
Valera Eliathas,"{271: 0.521639280781077, 862: 1.0, 284: 1.0, 871: 1.0, 879: 0.9626401882975344, 228: 0.2753309496044096, 40: 1.0, 967: 1.0, 71: 1.0, 134: 0.0, 34: 0.5438748031329048, 975: 0.0, 791: 1.0, 946: 1.0, 515: 0.7543810831908786, 740: 1.0, 649: 0.03686625074218952, 370: 0.2534672607260191, 384: 0.8327389022478187, 406: 0.0, 694: 0.16972936946249817, 777: 1.0, 828: 1.0, 863: 0.8638616425004031, 895: 0.18728446634777285, 914: 1.0, 924: 0.30321709833304666}",44.0,single,m,straight,,,socially,,graduated from college/university,white,68.0,-1.0,computer / hardware / software,,has dogs and likes cats,catholicism and laughing about it,no,english,Linear Classifiers 1k/381.joblib
Marsiella Ogren,"{302: 0.7656959974667981, 176: 0.8397636447562197, 347: 0.5452339519112863, 386: 0.9021333239422845, 674: 0.713087437049736, 373: 0.8032086351898557, 946: 0.17798853476123355, 445: 0.578380995574535, 969: 0.2796437031661778, 837: 0.0, 583: 0.5901450991608292, 954: 0.6824003704442001, 110: 0.8187623574799252, 734: 0.0, 182: 0.6896808805877793, 717: 0.4372945660335583, 415: 0.3698454578657966, 858: 0.9211930727168849, 20: 0.4854677050052474, 644: 0.20560682035337763, 655: 0.8937246289951188, 669: 1.0, 63: 0.3597895531317432, 138: 1.0, 180: 1.0, 192: 0.46487841101197724, 268: 0.3355607215817611, 306: 0.8797565695323232, 406: 1.0, 810: 0.6836042141047622, 996: 0.0}",48.0,single,m,straight,average,mostly anything,,,graduated from college/university,white,68.0,-1.0,artistic / musical / writer,doesn't want kids,has dogs and has cats,,no,"english (fluently), other (okay)",Linear Classifiers 1k/601.joblib
Cyndie Olin,"{632: 1.0, 193: 1.0, 518: 1.0, 131: 0.07336373099747107, 688: 0.2847061381363236, 277: 0.46083663152005183, 84: 1.0, 634: 1.0, 270: 0.5464127672861183, 556: 0.696594520083706, 203: 0.5357530426455162, 176: 0.9445274927994074, 741: 1.0, 837: 0.3001143117692999, 216: 0.0, 504: 0.9278423918021934, 169: 0.2297469804604475, 856: 0.5117239938161369, 743: 0.9628077046459635, 528: 0.3471962603511507, 552: 1.0, 460: 0.5103190690922075, 477: 0.0, 127: 1.0, 145: 1.0, 266: 0.3185300937035871, 362: 0.852404276313175, 368: 0.086342018506401, 414: 0.6491251541002407, 523: 1.0, 575: 1.0, 660: 0.858456850656486, 673: 1.0, 692: 1.0, 866: 1.0, 892: 0.754790066172621, 999: 0.3896070422855491}",24.0,available,m,bisexual,skinny,,socially,sometimes,graduated from two-year college,,75.0,-1.0,,,,,trying to quit,english,Linear Classifiers 1k/89.joblib
Tilly Anyah,"{484: 0.0, 697: 1.0, 901: 0.0, 506: 0.0, 162: 0.0, 317: 1.0, 264: 0.5484262440558361, 447: 0.0, 5: 0.0, 10: 0.0, 78: 1.0, 79: 0.0, 106: 0.0, 135: 0.0, 216: 1.0, 258: 0.9276182560681203, 330: 0.7701814630036061, 607: 1.0, 662: 0.0, 679: 1.0, 916: 0.5455474184705054, 934: 1.0}",26.0,single,m,straight,fit,strictly anything,not at all,never,graduated from college/university,"black, white",73.0,-1.0,sales / marketing / biz dev,"doesn't have kids, but wants them",likes dogs and likes cats,,no,"english (fluently), french (okay)",Linear Classifiers 1k/431.joblib
Sybille Breed,"{685: 0.8159161703636572, 467: 0.9672851147881418, 732: 0.0, 46: 0.7042998150852732, 716: 0.0, 381: 0.15794579194195912, 852: 1.0, 17: 1.0, 441: 0.317438638426363, 123: 0.2726352516274215, 204: 0.08205846854972876, 599: 0.0, 565: 0.6837509943998579, 681: 0.9681176068898789, 838: 0.9918756142208045, 134: 0.08014137156573664, 300: 0.6002924593855126, 829: 0.0, 403: 0.5863975511271886, 743: 0.7402470294072654, 95: 0.6677308601976466, 422: 0.48213987748731957, 384: 0.0, 156: 0.9551308270399295, 138: 0.0347313963569289, 244: 1.0, 299: 1.0, 602: 0.0, 714: 1.0, 892: 0.985288081259953}",29.0,single,f,gay,thin,mostly anything,socially,never,graduated from two-year college,white,61.0,-1.0,hospitality / travel,,,agnosticism,no,english,Linear Classifiers 1k/161.joblib
Calla Hepsibah,"{229: 0.6812642684302297, 205: 0.9587704910613555, 329: 1.0, 474: 1.0, 598: 0.3679086438435135, 114: 0.0, 155: 0.0, 363: 0.661652076936122, 395: 0.0, 548: 0.0, 575: 0.6631361226042878, 601: 0.1356116821004245, 757: 1.0, 901: 0.0334026732214312, 904: 0.0}",40.0,single,f,straight,full figured,,socially,never,two-year college,other,62.0,-1.0,executive / management,has a kid,,christianity and very serious about it,,english,Linear Classifiers 1k/130.joblib
Ana Alfons,"{563: 0.2409315879740357, 443: 0.9588524610858618, 44: 0.9545040316439111, 483: 0.1556957798977705, 330: 1.0, 761: 0.08087389058703343, 15: 0.7443803582336286, 122: 0.45959752287094524, 197: 1.0, 220: 0.6587910060978159, 225: 0.25459451233481456, 249: 0.8468779605714003, 322: 0.0, 350: 0.8722894520538058, 355: 0.0, 470: 0.5861488614709494, 484: 0.02608265423805456, 562: 0.0, 612: 0.0012386588306680935, 662: 0.32346039441025987, 745: 0.28901681440035265, 905: 0.8552305345237237, 941: 0.34708393142055183}",29.0,single,f,straight,average,vegetarian,socially,never,graduated from law school,white,68.0,-1.0,law / legal services,,likes dogs,agnosticism and somewhat serious about it,no,"english, spanish (fluently)",Linear Classifiers 1k/612.joblib
Louella Truc,"{629: 1.0, 257: 1.0, 57: 1.0, 66: 0.0, 148: 0.0, 150: 0.0, 170: 0.0, 180: 0.0, 199: 0.0, 276: 0.0, 309: 0.0, 371: 1.0, 554: 0.02790315782282793, 568: 0.0, 587: 0.0, 641: 1.0, 772: 1.0, 790: 1.0, 865: 1.0, 896: 0.0, 913: 1.0}",54.0,single,f,straight,full figured,mostly anything,socially,never,graduated from college/university,white,69.0,-1.0,education / academia,,likes dogs and has cats,other,no,"english (fluently), spanish (fluently)",Linear Classifiers 1k/199.joblib
Bobbi Judye,"{818: 0.0, 131: 0.0, 457: 0.0, 641: 0.5895651787800604, 257: 1.0, 259: 1.0, 82: 0.0, 230: 1.0, 313: 0.14132669077962579, 410: 0.0, 419: 0.6024615564956388, 510: 0.20906807421068585, 544: 1.0, 564: 1.0, 653: 0.1887930896660377, 656: 0.0, 738: 0.15229299818836228, 751: 0.3401798351914236}",20.0,single,f,straight,fit,,socially,never,working on college/university,white,63.0,-1.0,,,likes dogs,christianity,no,english,Linear Classifiers 1k/915.joblib
Ermengarde Gale,"{661: 0.361641184416025, 213: 0.6612204483667032, 730: 0.725343885430801, 218: 0.7900702541193902, 507: 0.8671540622062308, 562: 1.0, 250: 0.4914599836872735, 338: 1.0, 106: 1.0, 926: 1.0, 985: 0.9555004387687815, 299: 0.5524705386398703, 724: 0.7358678591674617, 219: 0.9436874419437675, 614: 0.8963743407814597, 378: 0.8855213884772388, 482: 0.7210871808902337, 120: 0.9057929991473623, 897: 0.8850125941652556, 872: 1.0, 772: 1.0, 61: 0.28441247367946776, 816: 0.9132928212561608, 719: 1.0, 42: 0.8462286875927874, 150: 1.0, 426: 0.9607187139260192, 446: 0.5333927704529815, 454: 1.0, 524: 0.04080357076424512, 585: 0.6200227512519414, 762: 0.773379257817423, 789: 0.6998219395254659, 812: 0.4815842475837524, 904: 1.0, 959: 0.5634514651252691}",51.0,single,f,straight,average,,socially,,space camp,asian,62.0,-1.0,,has kids,likes dogs and has cats,christianity,,english,Linear Classifiers 1k/105.joblib
Gale Taima,"{307: 0.42559969578520324, 512: 0.0, 10: 0.0, 12: 1.0, 132: 1.0, 193: 0.9958332943513389, 332: 0.15248402568041736, 345: 0.0, 356: 0.9680335579707784, 368: 0.5468762963792226, 398: 1.0, 458: 0.20166342052598674, 481: 0.023796281752379245, 532: 0.800999033013481, 637: 0.6327772855254934, 645: 0.16233369532248965, 668: 0.3365453604057359, 696: 0.04330045894232293, 725: 0.0, 775: 0.0817209813706542}",33.0,single,f,straight,average,,socially,never,graduated from masters program,,66.0,-1.0,medicine / health,,has dogs,,,"english, spanish (fluently)",Linear Classifiers 1k/929.joblib
Inga Mintz,"{753: 0.0, 477: 0.0, 676: 0.6219707363975822, 456: 0.0, 635: 0.0, 812: 0.0, 226: 0.0, 305: 0.0, 533: 0.0, 695: 0.03894818753700946, 776: 0.0, 350: 1.0, 999: 0.0, 25: 0.9248991057943852, 53: 1.0, 76: 0.6306139030653215, 118: 0.0, 154: 0.6439148111566562, 189: 0.39130333311204435, 216: 1.0, 363: 0.0, 395: 0.0, 435: 0.0, 607: 0.905093284764142, 611: 0.9306688007986943, 612: 0.0, 655: 0.6104046771604317, 672: 0.0, 731: 0.5874431657536672, 738: 1.0, 744: 0.3620663451957675}",28.0,single,m,straight,,,socially,,graduated from college/university,asian,66.0,-1.0,sales / marketing / biz dev,,,,,"english, korean (okay)",Linear Classifiers 1k/74.joblib
Moyna Delp,"{562: 0.0, 26: 0.0, 557: 1.0, 636: 0.8009421197369102, 517: 0.4661394440352833, 7: 1.0, 837: 1.0, 839: 0.5895079412482618, 223: 0.4301206527136978, 442: 0.0, 820: 0.3214650481209542, 350: 0.0, 6: 1.0, 102: 1.0, 222: 0.0, 225: 1.0, 247: 1.0, 421: 0.0, 423: 0.0, 503: 0.7375469433029851, 547: 0.4465235183102152, 832: 1.0}",37.0,single,f,straight,athletic,,socially,,graduated from med school,,66.0,-1.0,medicine / health,,,,,"english, spanish, persian",Linear Classifiers 1k/652.joblib
Zia Rustice,"{102: 0.0, 947: 0.8998737108700094, 333: 0.47472761419444076, 488: 1.0, 410: 0.10762986334654023, 7: 1.0, 28: 0.0, 59: 0.0, 68: 1.0, 176: 0.2180126446984456, 178: 0.0, 236: 0.37734577041361383, 399: 0.0, 405: 1.0, 578: 0.795815523696513, 669: 0.27513468930588125, 757: 0.28586973535945326, 828: 1.0, 916: 0.0}",20.0,single,m,straight,thin,anything,rarely,never,working on college/university,white,72.0,-1.0,student,"doesn't have kids, and doesn't want any",,atheism,no,english (fluently),Linear Classifiers 1k/574.joblib
