name,neighbors,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,pets,religion,smokes,speaks,linear classifier
Chrystel Pearse,"{361: 0.0, 581: 1.0, 422: 0.23031016753861433, 553: 0.6359241661211685, 487: 0.0, 82: 1.0, 111: 0.0, 122: 0.5029533352308926, 142: 0.4116193146624889, 152: 0.0, 179: 0.8171071986093752, 248: 1.0, 384: 0.899286792953518, 474: 0.6423851997925398, 753: 1.0, 767: 1.0, 815: 1.0, 866: 1.0, 914: 0.0, 941: 0.3795056251466189}",42,single,f,straight,fit,mostly anything,socially,,graduated from masters program,white,71.0,-1,artistic / musical / writer,"doesn't have kids, but wants them",likes dogs and dislikes cats,buddhism and laughing about it,no,"english (fluently), french (okay), swahili (poorly)",Linear Classifiers/958.joblib
Dede Noam,"{640: 0.0, 708: 0.8141902996215751, 888: 0.0, 561: 0.0, 46: 1.0, 836: 0.21752347116546478, 469: 1.0, 783: 1.0, 100: 0.3902452945475199, 479: 0.6208137990542291, 474: 0.18053100528805244, 449: 0.8039194527646161, 577: 0.0, 151: 0.3562263304181035, 909: 0.0, 373: 0.15975459457655772, 730: 1.0, 816: 0.902385815527921, 697: 0.0, 834: 0.0, 715: 0.9245950819724622, 687: 0.0, 40: 1.0, 131: 0.5482044962050316, 146: 0.0, 213: 0.5455257013550328, 230: 0.0, 293: 0.0, 386: 0.0, 508: 0.68233349022249, 525: 0.3249155691413361, 776: 0.0}",33,single,f,straight,average,mostly anything,socially,never,graduated from two-year college,black,64.0,40000,education / academia,has a kid,,christianity and somewhat serious about it,no,"english (fluently), english",Linear Classifiers/661.joblib
Codie Ogren,"{222: 0.6186760680816363, 992: 0.0, 528: 1.0, 723: 0.0, 8: 1.0, 300: 0.3878039382236161, 65: 1.0, 91: 0.0, 204: 0.40747923003818093, 218: 1.0, 280: 0.04055979523926384, 347: 0.0, 554: 0.3266161646731985, 630: 0.0, 761: 0.019384420893050536}",34,single,f,straight,fit,anything,socially,,graduated from law school,white,63.0,-1,law / legal services,"doesn't have kids, but might want them",likes dogs and has cats,,no,english,Linear Classifiers/788.joblib
Raquela Ailyn,"{520: 0.4753530322359345, 272: 0.8196045499839324, 630: 1.0, 922: 0.1155573818831298, 358: 0.5675364404673746, 943: 0.7058377369288744, 736: 1.0, 981: 1.0, 85: 1.0, 62: 0.06208891248051995, 783: 0.0, 313: 1.0, 34: 0.1842857302369607, 477: 0.7031751152442625, 74: 0.0, 849: 0.6314265693817711, 207: 1.0, 852: 0.21722716445092272, 290: 0.940257870110172, 312: 0.2059520045581933, 5: 0.6326604561815397, 156: 0.501676872077339, 189: 0.0, 236: 0.4791468665852898, 328: 0.49142127602464347, 366: 0.24111213999236636, 392: 0.6475495894900061, 524: 0.039117056751902135, 691: 0.0, 800: 0.19822821229452914, 805: 0.0, 806: 0.10777078972176035, 941: 0.6673834815511539}",42,single,m,straight,average,strictly other,socially,sometimes,graduated from college/university,"black, native american, white",75.0,20000,artistic / musical / writer,,likes dogs and likes cats,other,trying to quit,english (fluently),Linear Classifiers/802.joblib
Genovera Moseley,"{450: 0.23947965746078914, 344: 0.6772489429027084, 526: 0.9655040560086325, 134: 0.3976990132191611, 0: 0.8277327382458335, 452: 0.617383279517874, 684: 0.4880565838216535, 961: 0.3115529803988517, 249: 0.016850745285911906, 661: 0.41141589270199486, 245: 0.08068015717503929, 477: 0.5358161161047494, 503: 0.29047653588121314, 643: 0.8136842232718271, 732: 0.7488753339702319, 919: 0.9360025082940844, 941: 0.5162869368463161}",29,single,m,straight,fit,strictly anything,socially,never,graduated from masters program,white,70.0,-1,education / academia,,likes dogs and likes cats,,no,"english, german (poorly)",Linear Classifiers/235.joblib
Kerrin Abram,"{292: 0.8182287121569676, 161: 1.0, 86: 0.5921507372643631, 548: 0.14181861189346545, 545: 0.6183837779919878, 996: 0.4177173811621939, 692: 0.40502982788245045, 576: 0.0, 506: 1.0, 790: 0.0, 99: 0.5664386551178708, 964: 1.0, 54: 0.33964065133078547, 556: 0.8520187511536923, 5: 0.17585764544365245, 38: 0.9001553599635805, 81: 0.0, 113: 0.5466058980796284, 137: 0.38613585123925365, 151: 0.13892664828660362, 184: 0.6214388377825739, 316: 0.16040685494818563, 455: 0.231994029660902, 524: 0.49880151014348995, 629: 0.5282899591507353, 632: 1.0, 649: 0.3771083464229248, 841: 0.4455326446356338, 888: 0.7665271018429065, 910: 0.9475719759827443}",55,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,73.0,-1,computer / hardware / software,doesn't have kids,has dogs and likes cats,christianity but not too serious about it,no,english,Linear Classifiers/894.joblib
Silvana Hazlett,"{473: 0.06502530830779563, 4: 0.578215123753504, 97: 1.0, 104: 0.11219397166301626, 194: 0.0, 253: 0.642897398875589, 401: 0.6867694019218824, 461: 0.446868953655458, 505: 0.3798486033873054, 547: 0.8490023784011105, 656: 0.0, 761: 0.4645141529807524, 802: 0.12104781636408912, 911: 0.6869982839277555, 941: 0.0}",32,single,m,straight,,,socially,never,graduated from college/university,other,68.0,60000,other,,,,no,english (fluently),Linear Classifiers/781.joblib
Genovera Wilkinson,"{342: 1.0, 494: 0.0, 706: 0.0, 584: 1.0, 597: 1.0, 41: 0.0, 202: 0.0, 412: 0.0, 675: 0.0, 874: 0.07237557341028111, 578: 0.0, 26: 0.0, 43: 0.030941556033387663, 62: 1.0, 79: 0.0, 99: 1.0, 134: 0.0, 267: 0.48116151370082516, 308: 1.0, 313: 0.7276796360322875, 394: 1.0, 468: 0.0, 575: 1.0, 607: 0.0, 651: 0.0, 772: 0.7118389614751388, 788: 0.0, 808: 1.0, 814: 0.0, 851: 0.0, 901: 0.0, 915: 1.0}",25,single,m,straight,fit,,socially,never,graduated from college/university,asian,69.0,-1,sales / marketing / biz dev,,has cats,buddhism,no,"english, chinese",Linear Classifiers/365.joblib
Wendi Lilybelle,"{736: 1.0, 717: 1.0, 228: 0.7744235825582049, 534: 1.0, 832: 0.0, 489: 1.0, 364: 0.9572345588861584, 957: 0.9576784827043774, 4: 0.6652646132850624, 395: 0.0, 87: 0.0, 561: 0.39425889073906184, 575: 0.9815288284386252, 553: 0.45008893269521977, 481: 0.7389772241003616, 312: 0.0, 11: 0.0, 119: 0.0, 308: 0.7487822471446819, 372: 0.0, 414: 0.0, 490: 1.0, 611: 1.0, 716: 0.0, 763: 1.0, 894: 0.0}",31,single,f,straight,average,mostly vegetarian,not at all,never,graduated from college/university,white,64.0,-1,other,,likes dogs and has cats,other,no,english (fluently),Linear Classifiers/879.joblib
Misha Dituri,"{684: 1.0, 929: 0.0, 52: 0.0, 504: 0.2919780123504152, 479: 0.402436174779389, 43: 0.5113738056310861, 61: 0.4342507342724389, 177: 0.670910113343913, 201: 0.0, 317: 0.27087464262156224, 323: 1.0, 327: 0.11513996754927636, 381: 0.95195958634406, 434: 0.9942305986218916, 581: 0.0, 633: 0.0, 675: 0.26119709585727335, 720: 0.7091920929054787, 752: 0.19444113473625002, 922: 0.0}",45,single,m,gay,athletic,,socially,never,graduated from masters program,white,68.0,80000,entertainment / media,has kids,,judaism but not too serious about it,,english,Linear Classifiers/885.joblib
Cathyleen Eno,"{285: 0.4310428412992596, 293: 0.0, 298: 0.0, 106: 0.0, 573: 0.8221671432928639, 511: 0.0, 141: 0.16283330605176283, 512: 0.002766369380455602, 946: 1.0, 924: 0.0, 392: 0.0, 959: 0.16853443374613675, 13: 0.0, 825: 0.8880021093006135, 493: 0.0, 159: 1.0, 457: 0.0, 937: 0.27415272542841307, 549: 0.0, 880: 0.9639808470303651, 440: 0.0688150307830655, 230: 1.0, 36: 0.3535805334442681, 892: 0.49800081186309364, 367: 0.6879427005010422, 473: 0.0, 486: 0.0, 569: 0.0, 615: 0.0, 657: 1.0, 763: 1.0, 776: 0.2415399955065416, 800: 0.2144375763301236}",39,single,f,straight,thin,anything,not at all,never,graduated from college/university,hispanic / latin,68.0,-1,science / tech / engineering,"doesn't have kids, and doesn't want any",likes dogs and likes cats,catholicism but not too serious about it,no,"english (fluently), spanish (fluently)",Linear Classifiers/733.joblib
Lory Tristram,"{11: 1.0, 241: 0.804831895762316, 411: 0.2990082372482963, 263: 0.5725437668648325, 727: 0.11536798285054317, 54: 0.0, 394: 1.0, 374: 1.0, 437: 0.984263528000831, 189: 1.0, 33: 0.0, 240: 1.0, 120: 0.0, 274: 0.0, 580: 1.0, 605: 0.6005957881830781, 768: 1.0, 348: 0.9333032264760046, 310: 0.8110584775390741, 567: 1.0, 791: 0.39164770345934663, 178: 0.9008327499029942, 735: 0.0, 153: 0.0, 278: 1.0, 493: 0.49010465331380715, 633: 0.013693882346651698, 634: 0.8335218101852941, 657: 0.0, 711: 0.7709631824038734, 747: 0.0, 753: 1.0, 769: 1.0, 963: 0.08713150541129533}",50,available,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,74.0,-1,computer / hardware / software,"has kids, but doesn't want more",has dogs and likes cats,,no,"english (fluently), latin (okay)",Linear Classifiers/996.joblib
Dotty Hepsibah,"{393: 0.0, 937: 1.0, 860: 0.724172140001311, 133: 0.0, 993: 0.0, 105: 0.7061492343259124, 258: 0.5591750594996472, 706: 0.5509715668894988, 646: 0.7952293967275579, 314: 0.7133094786428371, 805: 0.2831935197349802, 887: 0.0, 565: 0.2258846720667611, 511: 0.0, 251: 0.05131412404349911, 931: 0.592861520494913, 12: 0.0, 33: 0.45507031846661117, 46: 0.3868480311546669, 131: 0.6781745161795412, 229: 0.19451007207199833, 253: 0.4935999943772169, 329: 1.0, 425: 0.0, 443: 1.0, 491: 0.35108790055697936, 546: 1.0, 561: 0.0, 686: 0.0, 781: 0.7476378036661784, 818: 0.0}",29,single,f,straight,curvy,mostly vegetarian,socially,never,working on college/university,"black, native american",61.0,-1,,"doesn't have kids, but wants them",likes dogs and likes cats,atheism,no,english,Linear Classifiers/702.joblib
Collen Hunfredo,"{456: 0.0, 326: 1.0, 420: 0.0, 601: 1.0, 98: 0.8598647402290025, 697: 1.0, 977: 0.0, 733: 0.6527832734507157, 839: 0.0, 571: 1.0, 534: 1.0, 87: 0.7806427820173782, 148: 0.919506330836489, 192: 1.0, 847: 1.0, 493: 0.0, 536: 0.0, 0: 0.0, 2: 0.0, 64: 0.5085590273026313, 88: 0.7718482197780983, 150: 0.681036696010997, 253: 0.008610958182483586, 273: 1.0, 338: 0.33627282881198006, 479: 0.0, 573: 1.0, 611: 1.0, 649: 0.7539115347270773, 865: 0.0, 895: 0.0, 915: 0.06871566653666239, 916: 1.0}",50,single,f,straight,average,,not at all,never,,white,66.0,-1,computer / hardware / software,"has kids, but doesn't want more",has cats,,no,english,Linear Classifiers/89.joblib
Melanie Sophronia,"{637: 0.8113456623632465, 14: 0.294482328279968, 106: 0.9280492272852412, 179: 0.6736096060745229, 228: 0.8214373110366877, 248: 0.0, 271: 0.0, 324: 0.0, 379: 0.6401583759819165, 388: 1.0, 401: 1.0, 483: 0.2562493580901444, 514: 0.12813707479356973, 529: 0.6101450289291139, 592: 0.5200380880937783, 596: 0.0, 647: 0.8895035855060851, 892: 1.0, 927: 0.04682126138055187}",43,single,f,straight,thin,,socially,never,graduated from college/university,white,62.0,-1,medicine / health,,likes dogs and has cats,other,no,english,Linear Classifiers/687.joblib
Marsiella Estella,"{280: 0.0, 284: 0.0, 990: 0.0, 659: 0.0, 449: 0.18953412026064953, 926: 1.0, 95: 0.43327142347492753, 591: 0.06641593134972901, 199: 0.0, 568: 1.0, 89: 1.0, 458: 0.8949731750705414, 907: 1.0, 381: 0.0, 109: 0.30406451463692363, 646: 0.7359046126612245, 940: 0.0, 952: 0.0, 658: 1.0, 408: 1.0, 117: 0.013274823998100871, 22: 0.8997364674721808, 122: 1.0, 192: 0.0, 258: 0.1431939239418636, 376: 0.0, 404: 0.0, 439: 0.0, 445: 0.6207782984230796, 496: 0.0, 564: 1.0, 607: 0.0, 625: 0.7768900640492102, 681: 0.28770450432127603, 890: 0.0}",63,single,f,gay,a little extra,,socially,sometimes,graduated from masters program,white,67.0,-1,education / academia,doesn't want kids,has cats,,no,english,Linear Classifiers/833.joblib
Cordi Peg,"{459: 1.0, 750: 1.0, 439: 0.9823868021970976, 593: 1.0, 968: 0.0, 66: 0.22312433127735432, 492: 0.4214914355930448, 114: 0.7161907908168321, 699: 0.0, 925: 0.747495497772785, 638: 0.0, 843: 0.8462662471895084, 146: 0.4217332706052437, 238: 1.0, 720: 0.0, 437: 0.0, 555: 0.4950506947547324, 90: 0.0, 654: 0.0, 47: 0.0, 579: 1.0, 670: 0.4789341599058239, 816: 0.0, 721: 0.0, 4: 0.0, 44: 1.0, 54: 0.0, 268: 0.5665608422440731, 276: 0.00041667384419863396, 354: 1.0, 540: 0.0, 673: 0.04292237010026945, 875: 0.3510911246495265, 946: 1.0, 954: 0.0}",35,single,m,straight,fit,strictly vegetarian,socially,never,graduated from college/university,asian,72.0,-1,computer / hardware / software,doesn't have kids,likes dogs and likes cats,,no,"english (fluently), chinese (okay), spanish (poorly)",Linear Classifiers/378.joblib
Calla Dyche,"{402: 0.0, 64: 0.13580142294172504, 544: 0.39420055831908574, 218: 0.43610290260157036, 490: 0.8004149230185797, 88: 0.0, 7: 1.0, 102: 1.0, 463: 0.4729338963654879, 662: 0.0, 681: 0.0, 688: 0.9169608779552245, 881: 1.0, 917: 0.35808361191617877, 945: 1.0, 963: 0.46927801911921474}",19,single,f,straight,average,mostly vegetarian,socially,sometimes,working on college/university,white,67.0,-1,student,doesn't have kids,has dogs and has cats,atheism and very serious about it,sometimes,"english (fluently), spanish (poorly)",Linear Classifiers/233.joblib
Jenda Toni,"{133: 0.0, 673: 0.42514028959808825, 836: 1.0, 990: 0.3043637785778823, 860: 0.0, 118: 1.0, 859: 0.5812666122160279, 440: 0.6718684265407564, 564: 0.21768770369080048, 314: 0.0, 101: 0.4250030560142153, 638: 1.0, 334: 0.3165046662010367, 523: 1.0, 196: 0.36953638549360757, 62: 0.07603860672361873, 763: 0.7864320828155846, 392: 0.0, 66: 0.4002678732589464, 645: 0.38728335916766543, 53: 0.22936343116799218, 619: 0.10675565529037856, 189: 0.7818641897190943, 45: 0.036082290783038484, 364: 0.8340956355797711, 146: 0.5990904488435516, 175: 0.0, 377: 0.5356601768676807, 431: 0.4121335428801496, 492: 1.0, 676: 1.0, 895: 0.18973386753175125}",62,single,f,straight,thin,anything,socially,never,graduated from college/university,white,64.0,-1,artistic / musical / writer,doesn't have kids,has dogs,other,no,english,Linear Classifiers/532.joblib
Maurene Karylin,"{563: 1.0, 720: 1.0, 256: 1.0, 815: 1.0, 244: 1.0, 816: 0.3056540568624584, 709: 1.0, 790: 1.0, 925: 1.0, 42: 0.0, 141: 0.20828583271337298, 514: 0.3638629451305988, 865: 1.0, 319: 0.0, 214: 1.0, 116: 1.0, 53: 0.0, 178: 0.0022938566199748323, 364: 1.0, 536: 1.0, 570: 0.0, 679: 1.0, 745: 0.28685534933126355, 828: 1.0, 997: 0.0}",44,single,f,straight,fit,mostly anything,socially,never,graduated from masters program,"white, other",68.0,-1,medicine / health,,likes dogs,other,no,english,Linear Classifiers/419.joblib
Georgetta Ietta,"{454: 0.0, 172: 0.0, 471: 0.015619829018710618, 836: 0.0, 267: 0.250801390394356, 232: 0.12344012768118517, 787: 0.0, 998: 0.48529586546695924, 699: 0.0, 472: 0.6586341345961007, 96: 1.0, 120: 0.6942429664477245, 228: 0.0, 370: 1.0, 389: 0.2743971852923508, 404: 0.6138037250414303, 424: 0.49467031033786846, 470: 1.0, 537: 0.0, 638: 0.6377806529457182, 911: 1.0}",30,single,f,straight,fit,strictly anything,socially,,graduated from masters program,,63.0,-1,medicine / health,,,,,"english, french (fluently), spanish (poorly)",Linear Classifiers/699.joblib
Charlena Docilla,"{200: 1.0, 625: 0.0, 795: 1.0, 6: 0.7653468961739804, 221: 0.0, 263: 0.012723975757864991, 318: 0.6895774660128815, 494: 0.14188291389628915, 505: 1.0, 547: 0.0, 818: 1.0, 866: 0.6412464032856562, 895: 0.15267533784233933, 896: 0.6714887678638455}",24,single,m,straight,athletic,vegetarian,socially,never,graduated from college/university,,69.0,-1,science / tech / engineering,doesn't have kids,likes dogs,,no,"english, french (okay), other (fluently), other (fluently)",Linear Classifiers/320.joblib
Lily Zitvaa,"{96: 0.0, 639: 1.0, 781: 0.0, 591: 0.0, 669: 0.0, 995: 1.0, 555: 1.0, 314: 0.0, 426: 1.0, 845: 1.0, 979: 0.0, 110: 0.038822650460917374, 878: 0.0, 471: 1.0, 184: 1.0, 149: 0.3694141962163435, 376: 0.46522657436839654, 656: 1.0, 28: 0.44692741691104143, 773: 0.34212003863900065, 451: 0.0, 27: 1.0, 924: 1.0, 159: 1.0, 338: 1.0, 381: 0.6431056281106091, 449: 0.0, 583: 0.0, 612: 0.7619591251475941, 659: 1.0, 696: 0.0, 726: 0.79142792034981, 756: 0.37084735349418196, 838: 0.510138173864637, 996: 1.0}",40,single,f,straight,curvy,mostly anything,not at all,never,graduated from college/university,white,68.0,-1,,,likes dogs and likes cats,agnosticism but not too serious about it,no,"english (fluently), spanish (poorly), indonesian (poorly)",Linear Classifiers/556.joblib
Kenna Malina,"{858: 0.13357659301619468, 969: 0.2506837905815765, 824: 0.8485593810449629, 439: 0.4691820522067249, 651: 0.6649267762505547, 830: 0.4320298278247719, 898: 0.12094060968715106, 347: 0.0, 825: 0.6685262772426509, 691: 0.9735071784004242, 613: 0.0, 142: 0.3779174120562903, 822: 0.48208687208740486, 308: 0.7171917861823203, 111: 0.7745995474677646, 663: 0.47346969545418216, 168: 0.18602508753355765, 851: 0.39912173107364013, 218: 0.510248393880741, 436: 0.777294813792116, 0: 0.0, 985: 0.0, 275: 0.9178176471552847, 82: 1.0, 221: 0.5135839928526372, 419: 0.19592658159252335, 496: 1.0, 676: 0.6949590726575072, 737: 0.8560034767733201, 843: 0.8830519434368981, 903: 0.0, 911: 0.5521146437852305}",63,single,f,straight,average,mostly anything,socially,never,dropped out of ph.d program,white,65.0,-1,banking / financial / real estate,has a kid,likes dogs and has cats,judaism but not too serious about it,no,"english (fluently), german (poorly), french (poorly)",Linear Classifiers/799.joblib
Michaelina Seumas,"{244: 0.0, 46: 1.0, 953: 0.6813285842691315, 61: 1.0, 103: 0.0, 391: 0.7490049654853728, 188: 1.0, 650: 1.0, 427: 1.0, 610: 1.0, 317: 0.40305196868784066, 573: 0.0, 867: 0.41037323322857944, 731: 1.0, 843: 0.05527128634321343, 580: 1.0, 195: 1.0, 829: 1.0, 169: 1.0, 980: 1.0, 6: 1.0, 254: 0.0, 304: 0.5806998826553809, 379: 1.0, 513: 0.09153924054673013, 579: 1.0, 621: 0.0, 680: 1.0, 694: 0.0, 782: 0.0, 885: 1.0, 967: 1.0}",45,single,m,straight,athletic,,rarely,never,graduated from college/university,white,66.0,100000,construction / craftsmanship,has a kid,,other and laughing about it,no,english (fluently),Linear Classifiers/582.joblib
Kittie Margarete,"{897: 0.0, 836: 0.565468586809712, 700: 0.0, 672: 0.5511789958598419, 250: 0.6467225452299883, 576: 1.0, 659: 0.0, 794: 1.0, 983: 1.0, 194: 0.0, 211: 1.0, 347: 1.0, 494: 1.0, 546: 1.0, 663: 0.0, 732: 1.0, 774: 1.0, 792: 0.6474510985142192}",53,single,f,straight,average,mostly anything,socially,never,graduated from two-year college,hispanic / latin,62.0,-1,law / legal services,has kids,,catholicism,no,english,Linear Classifiers/286.joblib
Andeee Bigner,"{131: 0.655598569595502, 682: 0.5174506565375754, 510: 0.09501775827396663, 589: 0.9991689687730677, 82: 0.37010885702195706, 159: 1.0, 39: 0.26868999000103044, 43: 0.3043777801241001, 137: 1.0, 152: 0.3224634486908027, 363: 1.0, 467: 0.37961100076453924, 514: 0.6033466356092276, 598: 0.21306597965544505, 633: 0.8964534845311893, 717: 0.3268002735163378}",36,single,m,straight,,,socially,,graduated from college/university,white,72.0,-1,entertainment / media,,has dogs,judaism and laughing about it,no,"english (fluently), french (poorly), spanish (poorly)",Linear Classifiers/493.joblib
Imojean Telfer,"{116: 1.0, 294: 1.0, 573: 0.4235155433182989, 166: 0.3079621939213839, 797: 0.181094290954534, 93: 1.0, 432: 1.0, 860: 0.8656601746676511, 282: 0.8358331998538977, 107: 1.0, 978: 0.0, 711: 1.0, 653: 0.714086115728146, 695: 1.0, 818: 0.0, 447: 1.0, 339: 0.232971980066903, 666: 1.0, 45: 0.40525340723267356, 91: 1.0, 414: 0.1750007475136478, 437: 0.0, 439: 0.47566765538580014, 442: 0.0, 451: 0.2876230339576844, 537: 0.7412415308790887, 564: 0.9324649820558292, 615: 0.23603071766739414, 746: 1.0, 804: 0.8653567464052266, 851: 1.0}",22,single,m,straight,athletic,strictly anything,socially,sometimes,,white,70.0,40000,,,,,when drinking,english,Linear Classifiers/348.joblib
Therine Lynn,"{950: 1.0, 607: 0.39089941085559055, 6: 1.0, 720: 0.7189824546618517, 906: 0.31433027039236805, 538: 0.9855461897789759, 345: 0.0, 427: 1.0, 562: 1.0, 830: 0.9507684025096417, 700: 1.0, 676: 0.08954612094829617, 415: 1.0, 548: 0.0, 711: 0.0, 46: 1.0, 227: 0.8071599100772922, 70: 1.0, 80: 1.0, 149: 0.0, 211: 1.0, 386: 0.0, 570: 0.815088385300637, 691: 0.4664693474048969, 822: 1.0, 983: 0.8236944397881594}",19,single,m,straight,athletic,,not at all,never,working on college/university,white,69.0,-1,student,,has dogs and has cats,christianity and very serious about it,no,"english (fluently), german (fluently), swedish (poorly), c++ (fluently), norwegian (poorly)",Linear Classifiers/410.joblib
Netty Eliathas,"{941: 1.0, 352: 1.0, 133: 0.8846012710786564, 633: 0.9830675730110787, 887: 0.0, 108: 0.9386642261197213, 286: 1.0, 756: 0.0, 445: 0.18630648742972866, 279: 0.31695619720967017, 227: 1.0, 111: 0.0676278633322509, 149: 0.0, 973: 1.0, 409: 0.0, 520: 1.0, 976: 0.0, 21: 0.0, 273: 1.0, 838: 0.8185110161103957, 371: 0.5609411407080351, 496: 0.1674153503041209, 114: 1.0, 781: 1.0, 27: 1.0, 323: 1.0, 432: 1.0, 735: 1.0, 791: 1.0, 848: 0.0, 857: 0.0, 890: 0.0}",32,single,f,straight,,strictly anything,socially,never,graduated from masters program,,64.0,-1,,,likes dogs and has cats,agnosticism but not too serious about it,no,"english (fluently), japanese (fluently), french (poorly), chinese (poorly)",Linear Classifiers/201.joblib
Willetta Doig,"{912: 1.0, 807: 0.0, 219: 0.7758553886522215, 82: 0.6275086059836736, 106: 0.0, 120: 0.7860967016709419, 146: 0.7453170444289867, 152: 0.0, 205: 1.0, 288: 0.045783554992666176, 292: 0.8770002186706978, 304: 0.0, 354: 0.5521518835320123, 585: 0.8326708688661957, 618: 0.7596057879679194, 676: 0.19125453693688654, 693: 0.5414555016277505, 734: 0.6042544058940709, 917: 0.892236696051047, 933: 0.15730912191650726}",61,single,f,straight,average,mostly anything,socially,never,dropped out of college/university,white,63.0,70000,retired,"doesn't have kids, and doesn't want any",has dogs and has cats,atheism but not too serious about it,trying to quit,"english, english",Linear Classifiers/756.joblib
Jany Turne,"{81: 0.4103517114332158, 504: 0.9358662739811257, 64: 0.5578576153445098, 566: 0.6487379425181841, 574: 1.0, 204: 0.6666368502023543, 438: 0.2211119165447899, 521: 0.34963934413570197, 147: 0.0, 130: 1.0, 486: 0.0, 89: 0.5201737798404764, 163: 0.5440234448275287, 202: 0.6168002823687324, 282: 0.12254933365706489, 302: 0.6092553195334913, 385: 0.0, 416: 0.4240049257532208, 456: 0.5538856209785701, 571: 0.7099870707390377, 801: 0.3211783938447903, 861: 0.29946911343446825, 890: 1.0}",20,single,f,straight,,,socially,never,,,60.0,-1,medicine / health,"doesn't have kids, but wants them",likes cats,catholicism,no,"english (fluently), spanish",Linear Classifiers/857.joblib
Myrtice Salvidor,"{160: 0.0, 667: 0.8476181301010204, 276: 1.0, 25: 0.5133717654346142, 124: 0.9185400437189148, 137: 0.0, 610: 0.5474389497318715, 687: 0.8190654180162387, 737: 0.0, 741: 0.4203889908899092, 920: 0.07436341349945463}",34,single,f,straight,athletic,,socially,never,graduated from college/university,white,65.0,150000,sales / marketing / biz dev,doesn't have kids,has dogs,catholicism but not too serious about it,no,"english (fluently), spanish (okay)",Linear Classifiers/356.joblib
Kimmy Ventre,"{147: 0.6084566634748132, 318: 0.0, 124: 0.3368357427649997, 300: 0.0, 439: 0.0, 971: 1.0, 226: 0.0, 192: 0.0, 327: 0.0, 747: 1.0, 482: 0.0, 964: 1.0, 94: 0.0, 238: 1.0, 975: 0.0, 774: 0.0, 997: 1.0, 274: 1.0, 10: 1.0, 31: 0.0, 92: 0.0, 125: 1.0, 144: 1.0, 247: 1.0, 344: 0.0, 407: 0.822259325201169, 462: 0.0, 634: 1.0, 676: 1.0, 693: 0.8678825133311923, 785: 0.0, 818: 1.0, 942: 1.0, 992: 0.0}",34,single,f,straight,athletic,anything,socially,never,graduated from masters program,white,67.0,-1,executive / management,"doesn't have kids, but wants them",likes dogs,agnosticism and somewhat serious about it,no,"english (fluently), spanish (poorly)",Linear Classifiers/112.joblib
Emylee Felecia,"{97: 0.19794132083897065, 271: 0.6125483807812557, 55: 0.4431586652245372, 637: 0.685353428108411, 303: 0.06559439392013955, 291: 0.0, 214: 0.0, 199: 0.0, 30: 0.2386213922828202, 714: 0.45867955883129685, 260: 0.8632121551199501, 796: 0.17771341157609832, 942: 0.0, 778: 0.0, 897: 0.0, 568: 0.3372514032351215, 542: 0.8890800579316811, 407: 0.15395963482654018, 686: 0.0, 9: 0.19677485212253254, 189: 0.49991969087055876, 249: 0.0, 304: 0.2873015928752638, 332: 0.0, 356: 0.19273493663743313, 388: 0.0, 411: 0.9010295168035247, 431: 0.5057524541475136, 500: 0.23466866233578054, 531: 0.7078899211283245, 656: 0.24709027012252927, 764: 0.5393103219163176, 807: 0.0}",36,single,m,straight,thin,mostly anything,socially,,graduated from masters program,white,72.0,-1,medicine / health,"doesn't have kids, but might want them",likes dogs and likes cats,other and laughing about it,no,"english, german",Linear Classifiers/884.joblib
Viviene Liebermann,"{32: 1.0, 82: 1.0, 763: 1.0, 215: 1.0, 404: 0.0, 6: 1.0, 10: 1.0, 31: 1.0, 122: 1.0, 134: 0.0, 165: 0.0, 474: 0.0, 552: 1.0, 649: 1.0, 652: 0.0, 683: 1.0, 702: 0.0, 776: 1.0, 787: 1.0}",29,single,m,straight,fit,vegetarian,socially,,graduated from college/university,white,71.0,-1,entertainment / media,,likes dogs and likes cats,other and laughing about it,no,english,Linear Classifiers/153.joblib
Pearline Hartnett,"{799: 0.04434797131775703, 481: 1.0, 994: 0.3603210038641258, 547: 0.0, 473: 1.0, 496: 1.0, 874: 0.7407130849176884, 79: 0.0, 827: 0.736835272816327, 397: 0.0, 714: 0.0, 290: 0.6381646499556162, 9: 1.0, 687: 1.0, 486: 1.0, 698: 1.0, 780: 1.0, 959: 1.0, 920: 0.0, 6: 0.0, 165: 0.0, 172: 0.0, 205: 0.9192374337713076, 420: 0.9537242791165692, 569: 0.0, 616: 0.5114514496359117, 621: 1.0, 863: 0.11177666486219628, 925: 0.0, 979: 0.0, 985: 1.0}",30,single,m,straight,athletic,strictly anything,socially,never,graduated from masters program,white,73.0,-1,science / tech / engineering,,likes dogs,,sometimes,"english (fluently), czech (fluently), german (okay), spanish (poorly)",Linear Classifiers/244.joblib
