name,neighbors,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,pets,religion,smokes,speaks,linear classifier
Karina Fosque,"{157: 0.8306109758535083, 11: 0.38849209339343194, 670: 1, 703: 0, 781: 0.8157558839583192, 830: 0.671006949251308, 716: 0.4144243876748481, 633: 1, 337: 1, 482: 1, 274: 0.1157658297540749, 416: 1, 167: 0.749055018525552, 680: 0.3938859407966415, 48: 0.8073268627242403, 756: 0.2869980730838746, 84: 0.6533329224800246, 143: 0.9717955159481004, 164: 0.24784314145597452, 240: 1, 243: 0.284907599647525, 292: 0.6426472306853688, 377: 0.9167348411635441, 742: 0.3751802096962029, 785: 0.08010264869515105, 813: 0.43416963143833076, 874: 0.8787245373041044, 973: 1}",28,single,m,straight,average,,socially,,graduated from college/university,white,68.0,-1,,,likes cats,atheism but not too serious about it,no,"english (fluently), spanish (okay), portuguese (poorly)",Linear Classifiers/930.joblib
Raquela Bonilla,"{823: 0.6227725702521119, 700: 1, 681: 0, 582: 0.924609857395272, 349: 0.5866221091282542, 592: 0.9429502980372353, 639: 1, 361: 0.615750227800097, 907: 0.6223482007449048, 93: 0.49799889847760914, 70: 1, 1: 0.37678516661565964, 84: 0.3170119965832414, 135: 1, 157: 1, 171: 0, 325: 1, 374: 0.6659171959816226, 408: 0.2600000000012457, 421: 0.5014165284994836, 501: 0.5037949824618817, 551: 0.2514588995892355, 567: 0.36362841116401423, 615: 1, 763: 0, 777: 0, 800: 0.11676724564768137, 888: 0.5280759912492565}",40,single,f,straight,fit,anything,socially,,college/university,,66.0,-1,,,likes dogs and likes cats,,no,"english (fluently), spanish (okay)",Linear Classifiers/829.joblib
Joy Niles,"{751: 0, 911: 0, 756: 0, 856: 1, 670: 1, 287: 1, 34: 1, 198: 1, 218: 0.03821663605353365, 556: 0, 601: 0, 659: 0.2914945515515939, 717: 0, 774: 1, 777: 1, 821: 1, 824: 1, 998: 0}",27,single,f,straight,a little extra,mostly anything,often,never,graduated from college/university,,61.0,-1,sales / marketing / biz dev,,,,no,"english, spanish (poorly)",Linear Classifiers/298.joblib
Kellen Rosemary,"{350: 0.8582782821867299, 119: 1, 19: 0.4148432224589893, 464: 0.18108683518867652, 457: 1, 636: 0, 275: 1, 632: 0.406787378487, 358: 0.592354566318527, 297: 0.5254596296063836, 158: 0, 287: 0.23127102982142844, 277: 0.9403720227011423, 710: 0, 373: 0.5122913918202343, 79: 0.756167093828398, 650: 0.3564069375585075, 166: 0.7096992431839295, 685: 0.21779435501050992, 312: 0.857185227855795, 264: 0.235759885436281, 826: 1, 73: 1, 237: 0.6196896515399506, 317: 0.5387495728473644, 347: 0.46322829802337706, 533: 1, 618: 0.45311227660907516, 626: 0.025828124511523054, 775: 1, 794: 1, 878: 1, 918: 0.6634895349212284, 943: 1}",43,single,m,straight,a little extra,,socially,never,two-year college,,71.0,-1,law / legal services,doesn't have kids,,,no,"english, chinese (poorly), spanish (okay)",Linear Classifiers/949.joblib
Lolita Izaak,"{255: 0.2558519956916596, 689: 1, 269: 0.5147112451584497, 365: 0.5474270074234866, 474: 0.6532984926194678, 412: 1, 589: 0.25818321243543174, 118: 0.7788032047882938, 24: 0.32471375590437157, 316: 0.11275486422161096, 135: 0.28709819903274436, 522: 0.92926041567188, 78: 0.7336620180674851, 777: 0.9225253240984439, 769: 0.9428998572529359, 696: 0.3181428618894415, 126: 0.16292750464402284, 139: 0, 311: 0.0880285147712625, 459: 0.19677920700843554, 554: 0.9631624771982907, 560: 0.3039800775140944, 598: 0.4069211812846718, 601: 0.9124382059021126, 658: 0, 707: 0.1696272698779686, 824: 0.6381005774313504, 945: 0.3529333105019594}",37,single,f,straight,average,mostly anything,socially,never,graduated from college/university,,64.0,-1,,,likes dogs and has cats,other but not too serious about it,no,english,Linear Classifiers/551.joblib
Noelle Delila,"{42: 0, 977: 0, 934: 0, 410: 0.17973348933322342, 603: 0.1452214190932679, 5: 1, 177: 0.6274979658954578, 311: 0.47243184675399696, 948: 0, 831: 1, 384: 1, 16: 0.6936781908676792, 93: 0.8726720697775434, 183: 1, 416: 0.9786029478345029, 540: 0, 917: 0.7152870462749625}",24,single,m,straight,average,anything,socially,never,graduated from college/university,black,74.0,-1,sales / marketing / biz dev,,,,yes,english,Linear Classifiers/559.joblib
Mathilda Cullin,"{451: 0.4685079129921118, 6: 0.8363162425250448, 141: 0, 240: 0, 294: 0.2831788331812305, 403: 0, 468: 0.09773232355346656, 503: 0.7090771646639658, 551: 0, 749: 0.6043819997843732, 763: 0.044536684469684895, 914: 0.49539428455120627, 936: 0.1758763681270521, 940: 0.7272026855349003, 993: 0.5194719634114517}",29,single,m,straight,,,,,graduated from college/university,white,74.0,-1,science / tech / engineering,,,catholicism,,english,Linear Classifiers/706.joblib
Vivia Thornburg,"{562: 0.5661676555123556, 853: 1, 52: 0, 397: 1, 748: 0, 686: 0, 36: 0.07941562167620475, 991: 0.4047871603356139, 65: 0, 477: 0, 513: 0, 479: 0.42993798915118475, 135: 1, 6: 1, 84: 1, 170: 0, 264: 0.5310008731631992, 317: 1, 414: 0.9215625962136089, 483: 1, 490: 1, 614: 0.04496349098376484, 681: 1, 717: 0.2332324724007364, 850: 1, 917: 0}",29,available,f,straight,a little extra,,,sometimes,graduated from two-year college,white,67.0,50000,medicine / health,,,,,english,Linear Classifiers/401.joblib
Ayn Andrel,"{174: 0.44971861647455436, 109: 0.814152819381432, 204: 0.7942450953551818, 808: 0.16613548654018206, 730: 0.7166378892592935, 132: 0.6406274383244799, 90: 0.42749335135253275, 63: 0.12059902530600519, 108: 1, 44: 1, 438: 0.48626299280687557, 579: 0.26214877904235356, 427: 0.925819170923152, 485: 0.22259000227736503, 317: 0.6510751510466695, 720: 0.24716236856074403, 674: 0.008307486541816456, 761: 0.6437425447902254, 553: 0.6328345937487094, 35: 0.34328341031874765, 137: 0.8007912761482536, 16: 0.17071041872525994, 22: 0.44345786632022177, 86: 0.5074726745171967, 247: 0.6062582601677855, 308: 0.16590112309080673, 550: 0.04931934381679137, 679: 0.43812318376034676, 784: 0.431811884496734, 793: 0, 908: 0.8801520253724009}",28,single,m,straight,fit,mostly vegetarian,socially,,graduated from college/university,"hispanic / latin, white",69.0,-1,computer / hardware / software,doesn't have kids,likes dogs,,no,"english (fluently), spanish (okay)",Linear Classifiers/709.joblib
Therine Felizio,"{794: 1, 226: 1, 299: 0.2962738363502033, 676: 0.5230706026984969, 713: 0.09994900011535546, 980: 0.5464577382889769, 69: 0.6531417365996053, 696: 1, 505: 1, 433: 0, 175: 0.39970878360295486, 660: 0.15280197244183436, 594: 0.22495419982544118, 612: 0.7992135615812452, 428: 0, 302: 0, 668: 0.4672292565327386, 6: 0.01982740551641826, 54: 0.36105162413401104, 73: 1, 170: 0.5485351464291284, 266: 1, 347: 0.3861125262886419, 368: 1, 444: 1, 464: 1, 499: 0, 904: 0.686865436164081}",29,single,m,straight,fit,mostly anything,socially,sometimes,graduated from college/university,white,67.0,40000,artistic / musical / writer,doesn't want kids,likes dogs and likes cats,agnosticism and very serious about it,no,english (fluently),Linear Classifiers/165.joblib
Nanete Jagir,"{78: 0.5625736653293395, 529: 0, 879: 0.19096609034838374, 452: 0.6407655580731689, 289: 1, 403: 0.7396761907592534, 32: 0.23905881345721613, 29: 0.42240139657044773, 62: 0.6775993490851141, 252: 0.3288798270367268, 302: 0.02250616210470263, 351: 0.3908960386278034, 418: 0.7345590906638299, 490: 0, 511: 0, 527: 0.20947600326517002, 541: 1, 683: 0.5140564434548911, 719: 1, 724: 0.42366913904016146, 784: 0.8586098648249495, 842: 0.8524618106692353, 950: 0.8913175611782677}",25,single,m,straight,athletic,mostly anything,socially,,graduated from college/university,white,78.0,80000,sales / marketing / biz dev,"doesn't have kids, but might want them",likes dogs and likes cats,catholicism and laughing about it,no,"english (fluently), french (okay)",Linear Classifiers/180.joblib
Gerrie Schonfeld,"{356: 0.7832815083410347, 888: 0.9805480614547024, 814: 1, 443: 0.47882114294399436, 847: 1, 73: 0.2462587177104485, 255: 1, 410: 0.8670894427353675, 453: 0.15319658929254132, 474: 0, 699: 0.029339379868248194, 801: 0.36811138491249284, 959: 1, 981: 1, 999: 0.9116419630228867}",34,single,m,straight,skinny,mostly other,very often,,dropped out of space camp,white,75.0,-1,hospitality / travel,,likes dogs and has cats,other and very serious about it,no,"english (poorly), german (poorly), spanish (poorly), other (fluently)",Linear Classifiers/650.joblib
Daune Raama,"{599: 1, 434: 1, 420: 0.06895377971878958, 16: 0.33210845568812, 214: 1, 262: 1, 464: 1, 506: 1, 810: 1, 883: 1, 740: 0.4998262094678356, 608: 1, 939: 1, 591: 0.3109979434237733, 357: 0.13713537125259379, 334: 1, 366: 0, 430: 1, 438: 0.990855853125284, 526: 0.16902000989387211, 566: 0.22314087127850435, 633: 0.06805236264483305, 672: 1, 712: 1, 795: 0.8201846256234067, 798: 0.20736726561444208, 986: 0.9607551357369299, 987: 0.9072468362427024}",39,single,m,straight,fit,,socially,never,graduated from college/university,asian,70.0,-1,other,doesn't have kids,,agnosticism,no,"english, chinese",Linear Classifiers/519.joblib
Nicoli Barbey,"{159: 0.28548296189797284, 256: 1, 857: 0, 626: 0.9094908694083879, 559: 0, 692: 0, 461: 1, 990: 0, 613: 0, 22: 0.9824988676176973, 147: 0.9259880848072646, 188: 0, 218: 0.1075125040193523, 498: 0.9377745601408982, 652: 1, 720: 0, 753: 0.3455766662521764, 756: 0, 917: 0.8043127166370372, 927: 0.6904717062244083, 948: 1}",31,single,f,straight,curvy,anything,socially,sometimes,graduated from masters program,white,66.0,-1,executive / management,"doesn't have kids, but might want them",likes dogs,atheism,no,english (fluently),Linear Classifiers/839.joblib
Renae Fennessy,"{35: 1, 236: 0.3015096262926402, 118: 1, 26: 0.8984372515337729, 522: 0.4933842527252805, 436: 0.22672240449727177, 823: 1, 80: 0.8679195221063152, 75: 1, 336: 1, 378: 0.4194459127770269, 394: 0.40978612915032375, 421: 1, 441: 1, 488: 0.6315969429699866, 633: 0.980908477484224, 679: 0.3106798948226883, 701: 0.15541469767274396, 706: 0, 743: 0.06711191628659918, 791: 1, 808: 0, 812: 0.0583542537623698, 885: 0.992175121071929, 929: 0.8589459088174278, 945: 0}",46,single,m,straight,average,mostly anything,socially,never,,black,72.0,-1,construction / craftsmanship,has a kid,,christianity,no,english,Linear Classifiers/824.joblib
Aili Old,"{510: 0.7389174616507121, 82: 0.7240614863505059, 618: 0.43693706002089194, 839: 1, 126: 1, 54: 0.8549679246982531, 103: 1, 137: 0.5369994254811254, 233: 0.8095303262965132, 285: 1, 370: 1, 396: 0.741949051561926, 398: 1, 481: 1, 566: 1, 600: 1, 687: 1, 689: 0, 760: 0.5319184229158282, 782: 1, 814: 0.43899818057936146, 825: 0, 866: 1, 945: 0.3682418922100237}",38,single,m,straight,thin,,socially,,working on masters program,white,71.0,-1,education / academia,"doesn't have kids, but might want them",,,no,english,Linear Classifiers/181.joblib
Arlina Phi,"{727: 0, 931: 1, 434: 0.5097892799833907, 254: 0, 135: 0, 744: 0.16332134950687127, 605: 0.9623492857316602, 807: 0, 335: 0, 789: 1, 238: 1, 152: 0, 170: 1, 59: 1, 502: 1, 31: 0, 852: 1, 791: 0.2282767625742732, 84: 0, 9: 0, 80: 1, 122: 0, 141: 0, 147: 0, 176: 0, 179: 0.9773733741443866, 181: 1, 245: 0, 554: 0.9275927310838767, 677: 0, 719: 0, 834: 1, 971: 0, 980: 0}",30,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,,68.0,-1,banking / financial / real estate,,,other and very serious about it,no,"english (poorly), afrikaans (fluently), c++ (fluently), khmer (fluently), lisp (okay)",Linear Classifiers/748.joblib
Wileen Ummersen,"{597: 0.4912617156869166, 300: 0, 123: 1, 748: 0, 355: 0.757845663557853, 445: 0.7405692886530446, 720: 1, 785: 0, 176: 0.14953339237604807, 609: 0, 836: 1, 84: 1, 144: 0.33255964506344055, 164: 0.45536693980419446, 299: 0.8891537517794199, 317: 0.5247906471469677, 391: 0, 421: 0.3809867332692079, 495: 0.3839287065115272, 522: 1, 551: 1, 617: 0.07111860367381367, 794: 0.8857548816673497, 814: 0.7711198463327251, 853: 1}",41,single,m,straight,athletic,mostly anything,socially,often,working on space camp,white,69.0,1000000,education / academia,,,agnosticism and somewhat serious about it,no,"english (fluently), spanish (poorly), french (poorly)",Linear Classifiers/129.joblib
Chrystel Ulphia,"{993: 0.7043876838141547, 451: 0.0894836440403246, 943: 1, 122: 1, 100: 0.8617938574004675, 205: 0.051110222504908265, 206: 0, 237: 0.8052206283245233, 316: 1, 390: 0.40219451471955825, 474: 0.47911573310756594, 525: 0.11568520144473915, 564: 1, 624: 0.306272638895952, 658: 1, 746: 0.6872799113662724, 798: 0.41927041001723886, 804: 0.4154865687301932, 924: 0.4784164628358307, 951: 1}",39,single,m,straight,athletic,mostly other,socially,sometimes,,white,70.0,100000,computer / hardware / software,,likes dogs,atheism but not too serious about it,no,english (fluently),Linear Classifiers/98.joblib
Nicoli Podvin,"{834: 0.3232767296779038, 903: 0, 61: 0.6537507926898227, 393: 0.3996978499950705, 847: 0, 107: 0.1879248731379617, 136: 0.03775257434156298, 514: 0.15470946684439024, 280: 0.8454328628258638, 546: 1, 275: 0, 50: 1, 62: 0.1794141018623927, 67: 1, 71: 0.5388699343829604, 207: 1, 247: 0.2474338593203962, 361: 0.8896526340422071, 414: 0.656917399642075, 585: 0.3361553093819172, 662: 0.8244668676008855, 740: 1, 873: 1, 953: 0.5501860874378339, 977: 0.972750536200544, 987: 1}",31,single,f,straight,thin,anything,socially,never,graduated from masters program,white,63.0,-1,other,"doesn't have kids, but wants them",likes dogs,,no,english,Linear Classifiers/265.joblib
Sissy Melan,"{434: 0, 53: 1, 132: 1, 176: 0, 302: 0, 392: 0, 599: 0.72267728679806, 892: 1, 984: 0}",42,single,f,straight,fit,mostly anything,socially,never,graduated from masters program,white,65.0,-1,education / academia,has kids,likes dogs,judaism,no,"english (fluently), french (poorly), hebrew (okay), yiddish (poorly)",Linear Classifiers/736.joblib
Lynnea Latini,"{979: 0.11926500299082649, 534: 0.9926633718847779, 836: 0.40860073110148387, 292: 0.9354244050689156, 482: 0.49152266615611573, 288: 0.859204220548093, 846: 0.5543006203359835, 405: 1, 44: 0.8691122037781795, 35: 0, 690: 0.6866924194926141, 188: 0, 477: 1, 291: 0.9531677110667629, 294: 1, 491: 0.34447090729650937, 567: 1, 684: 0.9825258498165095, 745: 0.4570015104701042, 773: 0.5735333529408744, 206: 1, 228: 1, 367: 0.3253188630983255, 423: 1, 516: 0.5617979229472625, 519: 1, 697: 0, 718: 0, 746: 0, 783: 0, 978: 1}",45,single,f,straight,fit,mostly anything,socially,never,graduated from masters program,asian,64.0,-1,executive / management,doesn't have kids,likes dogs,agnosticism and laughing about it,no,english (fluently),Linear Classifiers/33.joblib
Ann-Marie Drus,"{398: 0.7009075032510879, 664: 1, 40: 0.928452613467825, 702: 1, 379: 0.9332009839385842, 388: 1, 649: 1, 498: 1, 506: 0.27016575528239883, 732: 1, 834: 0.07433026879226645, 750: 1, 271: 0, 233: 0.525107208502555, 74: 1, 104: 0.7688100854800268, 317: 0.5547084972521334, 340: 0.8429774926465692, 382: 0.7852660871094139, 425: 0.7192406616529743, 562: 1, 687: 0.7298868127521736, 823: 0.8234155469143474}",21,single,m,straight,athletic,mostly anything,rarely,never,working on med school,white,72.0,500000,medicine / health,,has dogs,,no,english,Linear Classifiers/758.joblib
Leanna Lemuela,"{228: 0.6739102760316236, 37: 0.6336329488983639, 93: 1, 135: 0.2658761565821086, 147: 0.057662830047216396, 420: 0.2689626592063292, 436: 0, 438: 0.860096449706766, 440: 1, 526: 0, 560: 0.4013999230528924, 770: 0.250796764311382, 803: 0.1659706705626749, 893: 0.8717826603842154}",28,single,f,straight,,,socially,never,graduated from law school,pacific islander,64.0,-1,law / legal services,"doesn't have kids, but might want them",likes dogs,,no,"english (fluently), spanish (poorly), tagalog (poorly)",Linear Classifiers/949.joblib
Zaria Pozzy,"{861: 1, 988: 0, 564: 1, 877: 0, 671: 1, 769: 0, 241: 0.31064542838675235, 153: 1, 974: 0, 283: 0, 240: 0, 822: 0.3394880193277947, 442: 1, 17: 0.1900000000002633, 29: 1, 46: 1, 55: 0, 93: 0, 128: 1, 144: 1, 255: 1, 385: 0, 428: 1, 526: 1, 681: 0.6242636659651821, 771: 1, 785: 0, 804: 0, 815: 1, 912: 1, 945: 0, 980: 1, 982: 0.8384898136783727, 991: 0}",29,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,white,66.0,-1,other,doesn't have kids,,christianity and very serious about it,no,english,Linear Classifiers/466.joblib
Veda Sadowski,"{203: 1, 344: 0.7134738503858271, 945: 0, 481: 0.8123934181767023, 526: 0.7334968551159742, 516: 1, 656: 0, 542: 1, 827: 0, 858: 0, 996: 0, 284: 0, 112: 0, 259: 0.5034278370959644, 929: 0.3731659939488887, 726: 1, 917: 1, 646: 0, 180: 0.8779777190141171, 623: 0, 179: 0.252491159023541, 264: 1, 299: 0.44137329316991725, 437: 0.3831191749771561, 532: 0, 694: 0, 699: 0.9523987329628172, 746: 1, 751: 0.39667662943026816, 924: 0.20395980680866277, 986: 0.2986987680485864}",36,single,m,straight,average,,socially,,graduated from masters program,,68.0,-1,education / academia,,,,no,"english, spanish",Linear Classifiers/653.joblib
Lizzie Pauly,"{272: 0, 357: 1, 154: 0, 126: 0, 642: 1, 443: 0.4292355477233638, 170: 1, 3: 1, 74: 0, 139: 1, 235: 0, 250: 0, 262: 1, 339: 0, 366: 0, 574: 0.049999999995687716, 625: 0.2826861187087104, 934: 0}",28,single,m,straight,athletic,,socially,,graduated from college/university,white,71.0,-1,education / academia,doesn't have kids,likes dogs,agnosticism,no,"english (fluently), spanish (fluently)",Linear Classifiers/748.joblib
Larine Calhoun,"{709: 0.9073445890677436, 33: 0.784358508838547, 75: 1, 214: 1, 884: 0.11853909619917857, 681: 1, 878: 0, 434: 1, 983: 0.01162483342466647, 772: 0, 57: 0, 363: 0.5401734288628202, 843: 0, 531: 1, 23: 0, 24: 0, 110: 0.45140086677757196, 245: 0, 418: 0.1163352335784964, 502: 0.4080224144160418, 592: 0.6933873963502308, 829: 0, 965: 0}",24,single,m,straight,athletic,,socially,,,"black, native american, hispanic / latin, other",74.0,-1,,,,,,english,Linear Classifiers/310.joblib
Goldie Bertold,"{619: 0.8053647030684417, 550: 1, 414: 0, 634: 1, 235: 1, 533: 0, 847: 1, 219: 0.3394859803953665, 563: 1, 941: 0.5673389340097241, 424: 0, 225: 0, 669: 0, 588: 0, 697: 0.716122236369741, 67: 0, 32: 0.04170574448921993, 68: 0.09408511999567892, 294: 0.103709282249965, 472: 1, 488: 0, 528: 0.3807854914865647, 671: 0, 712: 0.7642690887291144, 888: 1, 951: 1, 979: 0.8176346607287472, 988: 0.5795850542383185, 989: 0}",23,single,f,straight,curvy,mostly anything,rarely,never,working on college/university,"black, native american, hispanic / latin",66.0,20000,other,has a kid,likes dogs and likes cats,other,when drinking,english (fluently),Linear Classifiers/76.joblib
Rhea An,"{54: 0.6584813502221115, 811: 0.6100000000013016, 545: 0.5438506581732935, 807: 1, 947: 0.16857370144134676, 797: 0.16468373354424404, 292: 0.6897849470755651, 731: 0.7098503948272258, 774: 1, 824: 1, 350: 0.1489318656056977, 597: 1, 464: 1, 49: 0.3959104200816087, 300: 0.3798235357397358, 317: 0.7372420316291676, 384: 0.7684239267980025, 509: 0.6761499345637415, 523: 0.8660653108737747, 582: 0.7080884590733588, 619: 0.6288260021935618, 642: 0.5358648933535232, 734: 1, 835: 0, 888: 0, 978: 1}",36,seeing someone,m,straight,fit,strictly anything,often,sometimes,graduated from ph.d program,white,70.0,-1,science / tech / engineering,,likes dogs and likes cats,agnosticism,no,"english (fluently), c++ (okay), french (poorly)",Linear Classifiers/515.joblib
Yetty Isacco,"{632: 0, 929: 0.0824260892740214, 28: 1, 143: 1, 306: 0, 356: 0.3573390230458706, 405: 1, 610: 0, 842: 1, 945: 0.06436981159313904}",35,single,m,straight,thin,,socially,never,,white,72.0,-1,,,,atheism and laughing about it,when drinking,english,Linear Classifiers/742.joblib
Lorne Leary,"{992: 0, 23: 0, 120: 0.10922718085489702, 135: 0, 170: 0, 266: 0.4787530135185527, 312: 0.35400785478477026, 344: 0, 355: 0, 395: 1, 451: 0, 559: 0, 634: 0.5563981349068765, 671: 0.06389001227145563, 715: 0.3258498088163453, 718: 0, 866: 0, 951: 1}",18,single,m,straight,,,,never,,"asian, black, pacific islander",68.0,-1,,,,,,"english (fluently), sign language (okay), hindi (fluently)",Linear Classifiers/532.joblib
Felice Cecile,"{612: 0, 687: 0.05484413711945901, 393: 0, 380: 1, 365: 0.9182620802500194, 81: 1, 481: 0.421779348527175, 80: 0.1522443227181265, 82: 1, 120: 0.37319612486441933, 204: 0.46988697287287007, 782: 0.8228748693929377, 841: 1, 944: 0.5289752428019012, 965: 0, 967: 0.2602171650675933, 989: 1}",55,single,m,straight,athletic,,not at all,never,dropped out of college/university,white,67.0,-1,construction / craftsmanship,has kids,likes dogs and likes cats,other but not too serious about it,no,"english (fluently), spanish (fluently), japanese (poorly)",Linear Classifiers/161.joblib
Juliane Lubin,"{675: 0.6484408534723619, 858: 0.4823114854440689, 478: 0, 10: 1, 71: 0, 89: 0.40573027198612344, 99: 0.8168338184617948, 192: 1, 313: 0, 355: 1, 422: 0.768781564189312, 438: 0.21976959236041294, 533: 0, 629: 0.7546472898799198, 640: 0, 862: 0.7311430591783793, 925: 1}",21,single,f,straight,average,mostly vegetarian,not at all,never,working on space camp,"white, other",65.0,-1,,doesn't have kids,likes dogs and likes cats,other and somewhat serious about it,no,"english (fluently), russian (okay), french (poorly)",Linear Classifiers/180.joblib
Lita Urania,"{754: 0, 584: 1, 779: 0.5812046363678638, 456: 0, 370: 0, 16: 0.11182734436389064, 88: 0, 134: 0, 167: 0.8354437513977033, 227: 0, 244: 1, 262: 0, 389: 0, 458: 0, 511: 0, 526: 0.1915727732678083, 574: 1, 637: 0.9738095351359921, 694: 1, 784: 1, 793: 0.7328543752128764, 848: 0.7096896122156422, 865: 1, 884: 0}",28,seeing someone,f,straight,thin,mostly anything,socially,,working on college/university,white,66.0,-1,student,,likes dogs and likes cats,,no,"english (fluently), polish (fluently), spanish (poorly)",Linear Classifiers/771.joblib
Wendi Paine,"{923: 0, 339: 0.7522347553126638, 649: 0, 117: 0, 128: 0.8721269250131943, 786: 0, 819: 1, 381: 1, 425: 1, 451: 1, 167: 1, 798: 1, 870: 0, 767: 1, 789: 1, 836: 0, 59: 0.2409320828934236, 491: 1, 47: 0, 432: 0, 331: 0.3382968029184019, 550: 0, 116: 0.35501112153815306, 53: 0, 263: 0, 30: 1, 133: 1, 344: 1, 362: 0.5450393394343049, 391: 0.28380784247611257, 426: 0.16906975032048543, 532: 1, 624: 0, 862: 0.4127349429995404, 902: 1}",24,single,m,straight,average,,socially,never,graduated from college/university,white,71.0,-1,computer / hardware / software,,has cats,atheism and somewhat serious about it,no,"english, russian (okay)",Linear Classifiers/398.joblib
Carol-Jean Erskine,"{748: 0.05533084027703339, 333: 0, 549: 0.7212421664546227, 277: 0.09294249382689834, 82: 0.8434830919681131, 327: 0.32663613086081345, 474: 0.5374472255866536, 659: 0.6203125598234465, 508: 0.4659904956859302, 674: 0, 691: 0.9499437239144441, 215: 0.16224324184337657, 751: 0.05256348190950266, 819: 0.13009286948382215, 292: 0.8359279033062981, 37: 0.15291235619913568, 672: 0.47453520605055743, 220: 0.48619985041139824, 434: 1, 75: 1, 123: 1, 175: 0.5496633456185442, 346: 0.5210087849950114, 376: 0, 439: 0.7043979839521821, 752: 0.27618298215177983, 763: 0.33765865099430403, 769: 0.7041295328997599, 903: 0.4316384178263659}",50,single,m,straight,fit,mostly anything,socially,never,graduated from two-year college,white,75.0,-1,unemployed,has kids,dislikes dogs and has cats,christianity and somewhat serious about it,no,"english (fluently), tagalog (poorly)",Linear Classifiers/48.joblib
Laure Chick,"{515: 0, 218: 0.7082379123585696, 527: 1, 846: 0.661814831645497, 501: 0, 760: 1, 668: 1, 31: 0.3905053345374263, 970: 0, 953: 0.4191384927942039, 628: 0.8808010769373702, 580: 0, 964: 0, 101: 1, 811: 1, 712: 0.8146998651149495, 832: 0.38605945451596213, 820: 0, 26: 0.7844605788608874, 103: 1, 148: 0.49789981851400356, 204: 0.18735752514671233, 214: 1, 245: 0, 356: 0, 377: 1, 378: 0, 573: 1, 605: 1, 685: 1, 888: 0}",23,single,m,straight,athletic,anything,socially,sometimes,graduated from space camp,white,66.0,-1,artistic / musical / writer,,likes dogs and likes cats,,trying to quit,"english (fluently), russian (fluently)",Linear Classifiers/374.joblib
Maud Callista,"{408: 0.08574202893126448, 158: 0.293196060531687, 121: 0, 264: 0.6180474942656851, 183: 1, 695: 0.786902112428298, 498: 0.7309906002289247, 59: 0.9120716103435733, 82: 0.7231941584372918, 102: 1, 135: 1, 257: 0, 508: 0, 521: 0.6088089158471809, 624: 0.03881498835695263, 866: 0.4276471653283489, 910: 0}",21,single,m,straight,thin,strictly anything,socially,often,working on space camp,"hispanic / latin, white",70.0,1000000,medicine / health,"doesn't have kids, and doesn't want any",likes dogs,atheism and laughing about it,sometimes,english,Linear Classifiers/472.joblib
Almeta Irmine,"{735: 1, 589: 1, 712: 0.9170415269492476, 394: 0.9377344506705811, 637: 0.4277110099418091, 795: 0.7864885090392053, 663: 1, 862: 1, 507: 0.7192669005352283, 497: 1, 140: 0.19498443149569944, 163: 0.8791418440950634, 274: 0, 355: 0.16176152616137962, 360: 0, 488: 0.9472361809843881, 642: 0.43589796636582756, 701: 0.3520330674471448, 763: 1, 766: 0, 770: 1, 832: 1}",27,single,f,bisexual,curvy,mostly anything,socially,never,graduated from college/university,white,62.0,-1,medicine / health,,,other but not too serious about it,no,"english (fluently), spanish (poorly)",Linear Classifiers/866.joblib
Candi Mullane,"{754: 0.06450777265999896, 493: 0.634780222704026, 287: 0.08812069660520816, 590: 1, 237: 1, 842: 1, 385: 0, 38: 0, 235: 1, 606: 0, 626: 0.10340816954485277, 775: 1, 803: 1, 833: 0.8900748877947136, 862: 1, 932: 0.7965248749360949, 974: 1}",27,single,m,straight,fit,,socially,,graduated from college/university,asian,68.0,150000,science / tech / engineering,,likes dogs and likes cats,agnosticism but not too serious about it,no,english,Linear Classifiers/941.joblib
Addia Alfons,"{810: 0, 995: 0.15358733401863844, 956: 0.7600675376082089, 593: 0.05938608636243359, 735: 0.7629674836387137, 312: 1, 297: 1, 549: 1, 577: 0, 348: 0, 176: 0.3528353600634073, 951: 1, 253: 0.4613945011347198, 391: 0.5887183690757558, 89: 0, 366: 0.9490858276048053, 306: 1, 57: 0.6759438424484303, 793: 0, 258: 0.06809998216616187, 383: 1, 936: 1, 7: 0.7435855527011332, 100: 0.4040761288570769, 111: 1, 414: 0, 642: 0.09811805671994467, 653: 1, 788: 0.4350774104120321, 815: 0.02516883627477995, 879: 0.6640451976196289}",43,single,m,straight,average,,socially,never,graduated from college/university,white,73.0,-1,science / tech / engineering,,,,no,"english, german (poorly), lisp (fluently), c++ (fluently)",Linear Classifiers/3.joblib
Zia Raffo,"{365: 1, 992: 1, 683: 1, 437: 1, 753: 1, 15: 1, 146: 1, 150: 0, 160: 1, 243: 1, 262: 0.5608074145006884, 349: 0, 377: 0.212240464635983, 473: 1, 490: 0, 544: 1, 550: 0, 556: 1, 580: 1, 638: 1, 660: 0.882366630435628, 761: 0.02214712922422668, 912: 1, 976: 0.6827861469701771}",27,available,m,straight,fit,strictly anything,socially,,graduated from college/university,asian,68.0,150000,other,,likes dogs and likes cats,agnosticism but not too serious about it,no,english,Linear Classifiers/286.joblib
